order_id,user_id,product_id,product_name,category,base_price,price,amount,quantity,status,region,priority,old_name,order_date
10055,3885.0,P5425,Shoes,Clothing,56613.96,56613.96,267217.89,4,Shipped,West,Medium,Product_188,2026-10-31
10056,5569.0,P4995,Jacket,Clothing,68151.88,68151.88,80419.22,1,Shipped,West,Medium,Product_8,2026-09-11
10057,5232.0,P5526,Jeans,Clothing,39055.24,39055.24,138255.55,3,Completed,South,High,Product_62,2026-07-28
10058,8342.0,P2524,Dictionary,Books,55279.69,55279.69,260920.14,4,Cancelled,South,Medium,Product_178,2026-05-05
10059,6632.0,P6419,Jacket,Clothing,37913.51,37913.51,223689.71,5,Cancelled,West,Medium,Product_79,2026-05-09
10060,2958.0,P4033,Chair,Furniture,57730.62,57730.62,204366.39,3,Pending,South,Low,Product_124,2026-05-22
10061,5853.0,P3939,Microwave,Home Appliances,78442.8,78442.8,185125.01,2,Cancelled,North,Low,Product_137,2026-03-06
10062,5786.0,P3068,T-Shirt,Clothing,77946.16,77946.16,459882.34,5,Shipped,North,High,Product_147,2026-05-26
10063,1841.0,P8827,Magazine,Books,35293.46,35293.46,83292.57,2,Completed,North,Medium,Product_126,2026-02-07
10064,5978.0,P5066,Football,Sports,12222.99,12222.99,72115.64,5,Completed,West,Low,Product_153,2026-11-13
10065,5871.0,P8025,Bed,Furniture,36096.11,36096.11,170373.64,4,Cancelled,North,Low,Product_190,2026-02-20
10066,3573.0,P2229,Table,Furniture,21245.23,21245.23,25069.37,1,Pending,North,Medium,Product_116,2026-12-19
10067,5720.0,P8438,Basketball,Sports,23371.62,23371.62,55157.02,2,Completed,South,Medium,Product_161,2026-10-29
10068,4683.0,P5352,Refrigerator,Home Appliances,34068.6,34068.6,201004.74,5,Pending,North,High,Product_43,2026-06-07
10069,5982.0,P5460,Tennis Racket,Sports,35188.36,35188.36,166089.06,4,Shipped,West,High,Product_154,2026-01-21
10070,2496.0,P1339,Notebook,Books,48336.72,48336.72,57037.33,1,Cancelled,North,High,Product_121,2026-09-23
10071,8141.0,P9056,Washing Machine,Home Appliances,73294.22,73294.22,172974.36,2,Completed,West,Medium,Product_105,2026-06-20
10072,7744.0,P5722,T-Shirt,Clothing,68632.87,68632.87,242960.36,3,Shipped,North,Medium,Product_23,2026-06-11
10073,9431.0,P1018,Jacket,Clothing,9362.14,9362.14,44189.3,4,Shipped,West,High,Product_49,2026-09-23
10074,4335.0,P3146,Shoes,Clothing,50070.16,50070.16,59082.79,1,Cancelled,West,Low,Product_125,2026-03-04
10075,6091.0,P7684,Headphones,Electronics,63965.17,63965.17,150957.8,2,Completed,South,High,Product_119,2026-03-02
10076,9337.0,P7807,Refrigerator,Home Appliances,39920.2,39920.2,141317.51,3,Shipped,West,High,Product_117,2026-10-10
10077,9327.0,P3236,Bed,Furniture,15329.77,15329.77,90445.64,5,Completed,East,Medium,Product_88,2026-09-17
10078,9022.0,P8316,T-Shirt,Clothing,22698.83,22698.83,80353.86,3,Shipped,East,Medium,Product_142,2026-10-06
10079,4912.0,P4826,Magazine,Books,74634.9,74634.9,176138.36,2,Shipped,North,Medium,Product_191,2026-08-31
10080,9115.0,P3068,Washing Machine,Home Appliances,30947.69,30947.69,73036.55,2,Cancelled,North,Medium,Product_26,2026-09-27
10081,3529.0,P5342,Novel,Books,57823.26,57823.26,272925.79,4,Cancelled,West,Low,Product_21,2026-06-18
10082,9864.0,P2121,Washing Machine,Home Appliances,76335.75,76335.75,360304.74,4,Pending,East,High,Product_192,2026-02-16
10083,8269.0,P5906,Novel,Books,60853.54,60853.54,71807.18,1,Completed,North,Medium,Product_15,2026-05-31
10084,9702.0,P3950,Jacket,Clothing,34511.87,34511.87,81448.01,2,Pending,South,High,Product_157,2026-07-15
10085,3344.0,P5161,Cricket Bat,Sports,39863.61,39863.61,235195.3,5,Shipped,East,Low,Product_3,2026-08-27
10086,5901.0,P7951,Jeans,Clothing,6001.57,6001.57,21245.56,3,Cancelled,West,Medium,Product_51,2026-07-16
10087,6881.0,P5837,Novel,Books,19052.74,19052.74,112411.17,5,Completed,West,Medium,Product_3,2026-10-17
10088,5689.0,P4770,Mixer,Home Appliances,72858.29,72858.29,343891.13,4,Cancelled,South,Low,Product_49,2026-11-14
10089,6061.0,P1546,Jeans,Clothing,50297.02,50297.02,59350.48,1,Cancelled,South,High,Product_76,2026-06-17
10090,9837.0,P6994,Washing Machine,Home Appliances,14133.64,14133.64,33355.39,2,Cancelled,South,Medium,Product_124,2026-06-01
10091,2233.0,P4696,Microwave,Home Appliances,64358.18,64358.18,303770.61,4,Shipped,East,High,Product_102,2026-01-08
10092,7242.0,P7086,T-Shirt,Clothing,36437.4,36437.4,128988.4,3,Completed,South,Medium,Product_7,2026-11-14
10093,2035.0,P8606,Tennis Racket,Sports,73228.95,73228.95,172820.32,2,Cancelled,West,High,Product_36,2026-01-24
10094,2592.0,P9807,Tablet,Electronics,79674.6,79674.6,94016.03,1,Pending,West,Medium,Product_95,2026-12-10
10095,7797.0,P9017,Washing Machine,Home Appliances,47028.49,47028.49,110987.24,2,Shipped,East,High,Product_177,2026-07-09
10096,6942.0,P7018,Bed,Furniture,35631.2,35631.2,84089.63,2,Cancelled,North,Medium,Product_71,2026-04-08
10097,1349.0,P6464,Smart Watch,Electronics,7424.71,7424.71,17522.32,2,Pending,South,Low,Product_53,2026-02-05
10098,6383.0,P1046,Cricket Bat,Sports,46952.01,46952.01,110806.74,2,Cancelled,South,High,Product_139,2026-05-09
10099,,P4898,Chair,Furniture,52918.51,52918.51,62443.84,1,Cancelled,North,High,Product_68,2026-01-27
10100,8802.0,P6931,Bed,Furniture,42134.23,42134.23,49718.39,1,Completed,West,Low,Product_57,2026-11-11
10101,1996.0,P7580,Headphones,Electronics,24200.26,24200.26,28556.31,1,Shipped,North,Medium,Product_183,2026-08-16
10102,2076.0,P9984,Laptop,Electronics,25836.73,25836.73,60974.68,2,Cancelled,West,Low,Product_136,2026-05-31
10103,4522.0,P4743,Magazine,Books,8024.36,8024.36,9468.74,1,Shipped,East,Medium,Product_103,2026-08-01
10104,5176.0,P3500,Mixer,Home Appliances,25072.61,25072.61,88757.04,3,Shipped,North,High,Product_22,2026-02-17
10105,3131.0,P6400,Novel,Books,59592.66,59592.66,210958.02,3,Completed,West,Medium,Product_171,2026-08-05
10106,6119.0,P9313,Mixer,Home Appliances,77475.05,77475.05,457102.79,5,Pending,South,Low,Product_124,2026-04-25
10107,2882.0,P4705,Tablet,Electronics,67645.34,67645.34,239464.5,3,Shipped,North,Low,Product_169,2026-12-22
10108,6567.0,P3972,T-Shirt,Clothing,14515.24,14515.24,51383.95,3,Pending,West,High,Product_37,2026-11-21
10109,7163.0,P6585,Laptop,Electronics,59714.33,59714.33,140925.82,2,Pending,East,Medium,Product_185,2026-06-16
10110,3579.0,P1815,Football,Sports,70679.04,70679.04,166802.53,2,Completed,East,Medium,Product_170,2026-08-06
10111,9394.0,P8043,Magazine,Books,33193.28,33193.28,78336.14,2,Completed,East,Low,Product_174,2026-10-31
10112,,P5938,Notebook,Books,3728.85,3728.85,17600.17,4,Pending,South,Medium,Product_75,2026-06-17
10113,3878.0,P9725,Laptop,Electronics,39841.09,39841.09,188049.94,4,Pending,East,High,Product_102,2026-01-22
10114,6129.0,P7626,Novel,Books,36834.36,36834.36,43464.54,1,Shipped,East,High,Product_104,2026-01-11
10115,8538.0,P6928,Jeans,Clothing,64125.64,64125.64,378341.28,5,Completed,West,High,Product_63,2026-08-12
10116,6083.0,P4630,Basketball,Sports,41964.61,41964.61,198072.96,4,Cancelled,South,High,Product_131,2026-11-21
10117,6752.0,P3419,Headphones,Electronics,40845.17,40845.17,144591.9,3,Pending,North,High,Product_66,2026-04-12
10118,3902.0,P9095,Table,Furniture,60841.2,60841.2,71792.62,1,Shipped,West,Low,Product_145,2026-11-26
10119,3473.0,P8682,Microwave,Home Appliances,69153.33,69153.33,244802.79,3,Shipped,East,Medium,Product_152,2026-01-29
10120,1616.0,P5703,T-Shirt,Clothing,24901.59,24901.59,117535.5,4,Completed,North,Low,Product_153,2026-09-17
10121,8368.0,P4084,Magazine,Books,46468.32,46468.32,54832.62,1,Cancelled,West,Low,Product_39,2026-02-01
10122,2381.0,P3827,Novel,Books,64896.25,64896.25,229732.72,3,Completed,South,Low,Product_113,2026-08-13
10123,7347.0,P6543,Cricket Bat,Sports,29175.45,29175.45,103281.09,3,Completed,East,High,Product_85,2026-02-18
10124,3463.0,P3317,Basketball,Sports,22803.34,22803.34,134539.71,5,Cancelled,East,Low,Product_179,2026-12-06
10125,6072.0,P6381,Dictionary,Books,47643.79,47643.79,56219.67,1,Pending,North,Low,Product_172,2026-08-05
10126,3953.0,P6598,Tennis Racket,Sports,1556.62,1556.62,5510.43,3,Shipped,South,High,Product_36,2026-03-21
10127,9317.0,P9626,Tablet,Electronics,67569.83,67569.83,79732.4,1,Completed,East,Low,Product_34,2026-11-02
10128,3712.0,P1715,Dictionary,Books,13063.55,13063.55,77074.94,5,Shipped,East,Low,Product_185,2026-05-02
10129,4833.0,P6070,Notebook,Books,60216.05,60216.05,284219.76,4,Shipped,South,Medium,Product_174,2026-10-20
10130,9239.0,P3655,Magazine,Books,61578.14,61578.14,290648.82,4,Pending,South,Medium,Product_14,2026-11-25
10131,9452.0,P5670,Notebook,Books,44407.81,44407.81,52401.22,1,Completed,South,Medium,Product_116,2026-09-20
10132,8391.0,P1436,Bed,Furniture,7427.91,7427.91,17529.87,2,Shipped,North,Medium,Product_129,2026-07-11
10133,4678.0,P2623,Bed,Furniture,79562.58,79562.58,281651.53,3,Cancelled,South,High,Product_10,2026-05-27
10134,8349.0,P2298,Dictionary,Books,60731.41,60731.41,286652.26,4,Completed,East,High,Product_39,2026-10-08
10135,4893.0,P1782,Washing Machine,Home Appliances,8983.83,8983.83,31802.76,3,Pending,West,Low,Product_160,2026-08-23
10136,,P9443,Laptop,Electronics,66951.35,66951.35,316010.37,4,Pending,South,Medium,Product_110,2026-01-01
10137,4068.0,P2402,Tennis Racket,Sports,19321.08,19321.08,91195.5,4,Cancelled,North,Low,Product_140,2026-09-17
10138,1713.0,P7116,Football,Sports,31297.25,31297.25,147723.02,4,Cancelled,North,Medium,Product_18,2026-06-26
10139,3185.0,P9945,Chair,Furniture,61742.96,61742.96,218570.08,3,Cancelled,South,Low,Product_119,2026-12-23
10140,8498.0,P4302,Dictionary,Books,64938.66,64938.66,76627.62,1,Completed,South,High,Product_81,2026-06-08
10141,8756.0,P4131,Basketball,Sports,79130.9,79130.9,466872.31,5,Cancelled,East,High,Product_168,2026-06-19
10142,7553.0,P7334,T-Shirt,Clothing,63967.46,63967.46,301926.41,4,Cancelled,South,Medium,Product_178,2026-09-12
10143,2293.0,P3956,Jacket,Clothing,64111.73,64111.73,302607.37,4,Cancelled,East,High,Product_21,2026-06-17
10144,7981.0,P8272,Microwave,Home Appliances,24589.02,24589.02,145075.22,5,Cancelled,West,High,Product_187,2026-06-30
10145,2229.0,P7655,Basketball,Sports,22036.97,22036.97,26003.62,1,Cancelled,South,High,Product_37,2026-11-08
10146,4866.0,P7001,Washing Machine,Home Appliances,2880.44,2880.44,3398.92,1,Cancelled,West,Low,Product_9,2026-11-06
10147,8273.0,P3255,Bed,Furniture,75911.0,75911.0,268724.94,3,Cancelled,West,Medium,Product_167,2026-05-23
10148,9176.0,P2929,Chair,Furniture,2170.48,2170.48,5122.33,2,Cancelled,East,Low,Product_115,2026-04-20
10149,4279.0,P2213,Tennis Racket,Sports,55549.05,55549.05,262191.52,4,Shipped,South,Low,Product_114,2026-02-14
10150,9882.0,P5914,Microwave,Home Appliances,53460.4,53460.4,63083.27,1,Pending,South,Medium,Product_131,2026-04-25
10151,9094.0,P7044,Phone,Electronics,63386.05,63386.05,149591.08,2,Shipped,South,Low,Product_23,2026-02-03
10152,9612.0,P7708,Shoes,Clothing,79967.64,79967.64,377447.26,4,Completed,South,Medium,Product_165,2026-02-07
10153,3102.0,P3981,Magazine,Books,54440.71,54440.71,192720.11,3,Pending,West,Low,Product_15,2026-03-05
10154,6286.0,P4694,Cricket Bat,Sports,24399.55,24399.55,57582.94,2,Cancelled,East,High,Product_65,2026-04-11
10155,9740.0,P3762,Microwave,Home Appliances,10101.11,10101.11,35757.93,3,Pending,South,Low,Product_160,2026-11-06
10156,2330.0,P5336,T-Shirt,Clothing,66036.38,66036.38,77922.93,1,Pending,West,Low,Product_164,2026-01-16
10157,8912.0,P7653,Notebook,Books,51388.39,51388.39,181914.9,3,Cancelled,West,High,Product_177,2026-01-31
10158,4342.0,P3353,Bed,Furniture,33308.18,33308.18,157214.61,4,Cancelled,East,Low,Product_89,2026-07-24
10159,6228.0,P3007,Sofa,Furniture,41246.91,41246.91,48671.35,1,Cancelled,West,High,Product_37,2026-02-19
10160,7850.0,P3616,Tablet,Electronics,75636.25,75636.25,446253.88,5,Cancelled,East,High,Product_196,2026-03-23
10161,9148.0,P7442,Magazine,Books,39950.9,39950.9,141426.19,3,Shipped,South,High,Product_150,2026-06-30
10162,8710.0,P1133,Laptop,Electronics,22580.37,22580.37,133224.18,5,Completed,West,High,Product_68,2026-07-07
10163,4189.0,P5728,Notebook,Books,3714.87,3714.87,4383.55,1,Completed,West,Low,Product_116,2026-10-09
10164,7453.0,P6555,T-Shirt,Clothing,10380.2,10380.2,12248.64,1,Cancelled,South,High,Product_155,2026-09-18
10165,6456.0,P9508,Novel,Books,3719.74,3719.74,8778.59,2,Shipped,South,Low,Product_132,2026-03-13
10166,5902.0,P9311,Jacket,Clothing,13083.91,13083.91,77195.07,5,Shipped,East,Medium,Product_5,2026-07-08
10167,6040.0,P1436,T-Shirt,Clothing,78393.85,78393.85,462523.71,5,Shipped,East,Low,Product_199,2026-10-24
10168,8871.0,P7229,Cricket Bat,Sports,57739.87,57739.87,340665.23,5,Pending,South,High,Product_147,2026-12-25
10169,7861.0,P4340,Phone,Electronics,1613.1,1613.1,5710.37,3,Shipped,West,Low,Product_187,2026-02-01
10170,6325.0,P8837,Refrigerator,Home Appliances,41542.79,41542.79,245102.46,5,Shipped,East,High,Product_118,2026-09-30
10171,8932.0,P5038,Jacket,Clothing,54101.9,54101.9,191520.73,3,Cancelled,East,High,Product_77,2026-05-28
10172,6194.0,P5480,Refrigerator,Home Appliances,55250.17,55250.17,260780.8,4,Cancelled,North,Low,Product_174,2026-10-06
10173,5758.0,P2294,Magazine,Books,65488.36,65488.36,154552.53,2,Cancelled,West,Low,Product_66,2026-09-03
10174,5450.0,P4920,Table,Furniture,66253.34,66253.34,234536.82,3,Pending,North,Low,Product_136,2026-04-26
10175,6411.0,P2647,Refrigerator,Home Appliances,4294.04,4294.04,20267.87,4,Pending,North,Low,Product_41,2026-07-28
10176,5706.0,P1969,Washing Machine,Home Appliances,38248.14,38248.14,90265.61,2,Completed,South,Low,Product_190,2026-01-20
10177,1595.0,P7504,Bed,Furniture,70591.37,70591.37,166595.63,2,Shipped,South,Low,Product_75,2026-01-20
10178,6489.0,P9901,Tablet,Electronics,45480.15,45480.15,53666.58,1,Shipped,South,Low,Product_120,2026-05-20
10179,5215.0,P1230,Chair,Furniture,26521.66,26521.66,125182.24,4,Cancelled,East,Low,Product_173,2026-04-09
10180,6372.0,P2562,Bed,Furniture,66176.49,66176.49,390441.29,5,Pending,South,Medium,Product_83,2026-05-08
10181,5374.0,P5947,Tablet,Electronics,30747.59,30747.59,145128.62,4,Completed,East,Low,Product_93,2026-12-21
10182,6026.0,P9233,Chair,Furniture,53456.11,53456.11,252312.84,4,Cancelled,North,Low,Product_76,2026-07-08
10183,8834.0,P7121,Cricket Bat,Sports,17608.38,17608.38,41555.78,2,Shipped,West,Low,Product_171,2026-04-22
10184,6927.0,P2838,Chair,Furniture,42087.98,42087.98,248319.08,5,Completed,South,Low,Product_138,2026-03-18
10185,2904.0,P9008,Sofa,Furniture,68373.43,68373.43,322722.59,4,Completed,West,High,Product_117,2026-03-09
10186,8575.0,P6049,Basketball,Sports,36598.2,36598.2,43185.88,1,Completed,West,Medium,Product_1,2026-04-22
10187,2044.0,P1987,Football,Sports,3718.66,3718.66,13164.06,3,Completed,West,High,Product_74,2026-07-29
10188,7135.0,P7266,Table,Furniture,61289.63,61289.63,289287.05,4,Shipped,West,Medium,Product_21,2026-12-16
10189,2943.0,P9802,Refrigerator,Home Appliances,52317.37,52317.37,185203.49,3,Shipped,South,Low,Product_58,2026-01-02
10190,7948.0,P4762,Tablet,Electronics,37094.01,37094.01,218854.66,5,Pending,West,Medium,Product_40,2026-05-22
10191,1256.0,P2102,Chair,Furniture,2674.16,2674.16,12622.04,4,Completed,North,Medium,Product_154,2026-12-11
10192,7590.0,P9843,Mixer,Home Appliances,19654.26,19654.26,23192.03,1,Pending,North,High,Product_129,2026-05-29
10193,4881.0,P3347,Sofa,Furniture,46240.24,46240.24,163690.45,3,Pending,West,Medium,Product_71,2026-02-01
10194,9120.0,P6642,Cricket Bat,Sports,50116.85,50116.85,236551.53,4,Shipped,East,Low,Product_107,2026-07-29
10195,8758.0,P4692,Sofa,Furniture,30179.17,30179.17,178057.1,5,Cancelled,South,Medium,Product_15,2026-10-15
10196,7363.0,P4331,Magazine,Books,44627.21,44627.21,105320.22,2,Cancelled,North,Medium,Product_95,2026-02-17
10197,1647.0,P4082,Cricket Bat,Sports,4217.78,4217.78,19907.92,4,Pending,West,High,Product_86,2026-06-05
10198,8846.0,P4350,Phone,Electronics,74979.07,74979.07,88475.3,1,Shipped,South,Low,Product_83,2026-05-25
10199,6053.0,P9401,Magazine,Books,42738.65,42738.65,151294.82,3,Shipped,West,High,Product_185,2026-08-29
10200,1749.0,P4625,Jeans,Clothing,29719.32,29719.32,140275.19,4,Pending,North,Medium,Product_142,2026-10-27
10201,6404.0,P5026,Basketball,Sports,23685.86,23685.86,55898.63,2,Shipped,East,Medium,Product_196,2026-09-08
10202,3773.0,P9954,Washing Machine,Home Appliances,36920.24,36920.24,130697.65,3,Shipped,South,Low,Product_165,2026-01-31
10203,1794.0,P7756,Football,Sports,67141.57,67141.57,79227.05,1,Pending,South,High,Product_182,2026-03-19
10204,1990.0,P8916,Phone,Electronics,40508.06,40508.06,143398.53,3,Shipped,North,High,Product_137,2026-10-10
10205,9777.0,P1280,Novel,Books,1436.42,1436.42,5084.93,3,Shipped,South,High,Product_25,2026-09-26
10206,5135.0,P5379,Table,Furniture,15435.37,15435.37,91068.68,5,Shipped,North,Medium,Product_104,2026-08-24
10207,5914.0,P2320,Cricket Bat,Sports,79219.62,79219.62,186958.3,2,Completed,North,Medium,Product_98,2026-07-13
10208,3807.0,P8109,Basketball,Sports,4583.58,4583.58,5408.62,1,Cancelled,North,Low,Product_11,2026-04-28
10209,5593.0,P1539,Bed,Furniture,21760.49,21760.49,25677.38,1,Pending,East,High,Product_54,2026-10-28
10210,3661.0,P7375,Bed,Furniture,74317.11,74317.11,263082.57,3,Cancelled,West,Low,Product_36,2026-12-19
10211,1879.0,P4803,Mixer,Home Appliances,40113.35,40113.35,142001.26,3,Completed,East,Low,Product_197,2026-11-11
10212,1485.0,P8381,Basketball,Sports,77516.75,77516.75,274409.29,3,Shipped,South,Medium,Product_142,2026-07-12
10213,2404.0,P5839,Dictionary,Books,54407.62,54407.62,256803.97,4,Pending,North,High,Product_69,2026-03-20
10214,6909.0,P1085,Dictionary,Books,59198.46,59198.46,209562.55,3,Cancelled,West,Medium,Product_195,2026-05-19
10215,8353.0,P9395,Phone,Electronics,7075.05,7075.05,33394.24,4,Shipped,North,High,Product_23,2026-07-01
10216,,P7779,Football,Sports,47794.27,47794.27,169191.72,3,Shipped,North,Low,Product_144,2026-05-05
10217,3274.0,P5397,Cricket Bat,Sports,54856.75,54856.75,129461.93,2,Shipped,South,High,Product_43,2026-08-11
10218,6916.0,P5040,Shoes,Clothing,24050.21,24050.21,28379.25,1,Shipped,South,Medium,Product_28,2026-03-11
10219,7224.0,P6399,T-Shirt,Clothing,75910.99,75910.99,268724.9,3,Shipped,East,Medium,Product_167,2026-11-01
10220,8848.0,P7524,Sofa,Furniture,25721.15,25721.15,60701.91,2,Cancelled,East,Low,Product_178,2026-11-21
10221,7437.0,P4273,Dictionary,Books,26138.31,26138.31,92529.62,3,Pending,North,Low,Product_119,2026-12-29
10222,7703.0,P3280,Bed,Furniture,63835.07,63835.07,75325.38,1,Cancelled,South,Medium,Product_169,2026-03-20
10223,8357.0,P8851,Washing Machine,Home Appliances,63147.23,63147.23,74513.73,1,Shipped,West,Low,Product_10,2026-07-04
10224,6816.0,P1725,Mixer,Home Appliances,8838.62,8838.62,20859.14,2,Shipped,East,Medium,Product_28,2026-01-06
10225,4621.0,P7408,Tablet,Electronics,17837.89,17837.89,105243.55,5,Shipped,South,Medium,Product_7,2026-09-05
10226,2901.0,P3321,Tablet,Electronics,33336.44,33336.44,39337.0,1,Cancelled,East,Medium,Product_117,2026-04-16
10227,8178.0,P8412,Basketball,Sports,27929.19,27929.19,32956.44,1,Cancelled,North,Medium,Product_12,2026-12-30
10228,3692.0,P4996,Laptop,Electronics,67949.48,67949.48,80180.39,1,Pending,South,Medium,Product_144,2026-08-07
