order_id,customer_id,order_date,status,region_code
O00060,CUST0005,,SHIPPED,CENTRAL
O00061,CUST0267,2025-06-01 12:02:07,DELIVERED,SOUTH
O00062,CUST0046,2025-07-06 11:44:47,DELIVERED,CENTRAL
O00063,CUST0683,2025-05-11 17:51:37,CANCELLED,CENTRAL
O00064,CUST0372,,DELIVERED,SOUTH
O00065,CUST0539,2025-11-03 18:23:29,SHIPPED,CENTRAL
O00066,CUST0555,,DELIVERED,SOUTH
O00067,CUST0685,2025-06-12 12:03:13,DELIVERED,SOUTH
O00068,CUST0776,,RETURNED,NORTH
O00069,CUST0123,,SHIPPED,CENTRAL
O00070,CUST0642,2025-07-09 01:27:06,DELIVERED,EAST
O00071,CUST0396,,SHIPPED,EAST
O00072,CUST0031,,DELIVERED,CENTRAL
O00073,CUST0462,,DELIVERED,SOUTH
O00074,CUST0334,2026-11-06 02:59:53,RETURNED,SOUTH
O00075,CUST0797,2026-05-07 19:24:48,PLACED,NORTH
O00076,CUST0221,2025-07-08 15:26:41,CANCELLED,SOUTH
O00077,CUST0556,,CANCELLED,NORTH
O00078,CUST0770,2025-07-06 00:51:53,DELIVERED,EAST
O00079,CUST0044,,PLACED,EAST
O00080,CUST0577,,CANCELLED,EAST
O00081,CUST0423,2026-02-02 16:25:29,DELIVERED,WEST
O00082,CUST0329,,DELIVERED,CENTRAL
O00083,CUST0012,2025-06-03 21:19:16,PLACED,NORTH
O00084,CUST0372,,DELIVERED,EAST
O00085,CUST0627,,CANCELLED,WEST
O00086,CUST0396,2026-09-02 01:07:19,DELIVERED,CENTRAL
O00087,CUST0231,,CANCELLED,CENTRAL
O00088,CUST0308,,DELIVERED,EAST
O00089,CUST0017,,SHIPPED,NORTH
O00090,CUST0011,2026-08-02 19:33:25,DELIVERED,NORTH
O00091,CUST0318,2025-04-08 12:31:09,SHIPPED,CENTRAL
O00092,CUST0151,,SHIPPED,EAST
O00093,CUST0204,,DELIVERED,CENTRAL
O00094,CUST0061,,DELIVERED,NORTH
O00095,CUST0303,2025-10-03 09:07:38,PLACED,CENTRAL
O00096,CUST0504,2025-05-12 13:00:10,SHIPPED,SOUTH
O00097,CUST0108,,PLACED,SOUTH
O00098,CUST0331,,DELIVERED,EAST
O00099,CUST0716,2025-06-06 20:35:28,DELIVERED,EAST
O00100,CUST0444,,DELIVERED,SOUTH
O00101,CUST0735,,CANCELLED,SOUTH
O00102,CUST0701,2025-06-12 17:28:28,DELIVERED,EAST
O00103,CUST0799,2025-09-11 17:43:48,DELIVERED,SOUTH
O00104,CUST0667,,RETURNED,SOUTH
O00105,CUST0557,,CANCELLED,NORTH
O00106,CUST0750,,CANCELLED,NORTH
O00107,CUST0601,,SHIPPED,NORTH
O00108,CUST0570,,RETURNED,CENTRAL
O00109,CUST0489,2025-02-06 13:19:08,DELIVERED,CENTRAL
O00110,CUST0756,,DELIVERED,CENTRAL
O00111,CUST0098,2026-11-02 13:14:52,DELIVERED,SOUTH
O00112,CUST0634,,SHIPPED,SOUTH
O00113,CUST0189,2026-03-08 20:36:02,DELIVERED,SOUTH
O00114,CUST0759,2026-11-05 13:03:48,PLACED,WEST
O00115,CUST0243,2025-06-03 09:37:29,DELIVERED,NORTH
O00116,CUST0690,,RETURNED,EAST
O00117,CUST0403,,RETURNED,NORTH
O00118,CUST0670,,DELIVERED,CENTRAL
O00119,CUST0654,2025-08-10 09:35:13,DELIVERED,CENTRAL
O00120,CUST0184,,DELIVERED,CENTRAL
O00121,CUST0675,,SHIPPED,SOUTH
O00122,CUST0534,,CANCELLED,EAST
O00123,CUST0504,2026-09-05 21:59:55,PLACED,SOUTH
O00124,CUST0456,,PLACED,EAST
O00125,CUST0222,2025-03-06 06:48:18,SHIPPED,CENTRAL
O00126,CUST0740,2025-02-05 08:23:11,DELIVERED,EAST
O00127,CUST0743,,DELIVERED,WEST
O00128,CUST0221,,CANCELLED,NORTH
O00129,CUST0255,,DELIVERED,SOUTH
O00130,CUST0143,2026-09-06 01:25:36,RETURNED,SOUTH
O00131,CUST0063,,RETURNED,CENTRAL
O00132,CUST0421,2026-01-08 23:12:54,PLACED,EAST
O00133,CUST0093,2025-10-08 16:21:17,DELIVERED,WEST
O00134,CUST0499,,CANCELLED,CENTRAL
O00135,CUST0152,2025-06-07 22:41:25,DELIVERED,EAST
O00136,CUST0177,,DELIVERED,NORTH
O00137,CUST0241,,SHIPPED,NORTH
O00138,CUST0213,,DELIVERED,SOUTH
O00139,CUST0626,2025-09-04 06:27:35,DELIVERED,CENTRAL
O00140,CUST0620,2025-09-02 19:20:55,DELIVERED,NORTH
O00141,CUST0101,2026-09-05 04:44:42,RETURNED,CENTRAL
O00142,CUST0007,,DELIVERED,NORTH
O00143,CUST0720,,SHIPPED,WEST
O00144,CUST0793,,DELIVERED,CENTRAL
O00145,CUST0106,2026-12-03 04:52:28,SHIPPED,SOUTH
O00146,CUST0091,,RETURNED,WEST
O00147,CUST0269,,DELIVERED,NORTH
O00148,CUST0597,,DELIVERED,WEST
O00149,CUST0676,,DELIVERED,NORTH
O00150,CUST0164,,DELIVERED,EAST
O00151,CUST0554,2026-10-03 20:33:32,DELIVERED,EAST
O00152,CUST0702,2026-11-02 07:24:58,DELIVERED,CENTRAL
O00153,CUST0500,2025-03-07 13:28:44,DELIVERED,WEST
O00154,CUST0265,2025-11-11 21:01:53,DELIVERED,WEST
O00155,CUST0759,,CANCELLED,WEST
O00156,CUST0722,,SHIPPED,WEST
O00157,CUST0352,,DELIVERED,NORTH
O00158,CUST0170,2026-03-02 23:09:05,PLACED,NORTH
O00159,CUST0154,,DELIVERED,NORTH
O00160,CUST0275,,PLACED,NORTH
O00161,CUST0747,,DELIVERED,CENTRAL
O00162,CUST0299,,DELIVERED,WEST
O00163,CUST0016,,RETURNED,CENTRAL
O00164,CUST0298,,CANCELLED,CENTRAL
O00165,CUST0534,,SHIPPED,NORTH
O00166,CUST0374,2025-02-09 23:50:54,PLACED,SOUTH
O00167,CUST0094,2025-10-10 14:32:34,DELIVERED,WEST
O00168,CUST0421,,PLACED,NORTH
O00169,CUST0098,,DELIVERED,CENTRAL
O00170,CUST0602,,RETURNED,EAST
O00171,CUST0237,,RETURNED,CENTRAL
O00172,CUST0010,,DELIVERED,NORTH
O00173,CUST0578,,DELIVERED,NORTH
O00174,CUST0531,,CANCELLED,CENTRAL
O00175,CUST0262,,DELIVERED,SOUTH
O00176,CUST0781,,DELIVERED,CENTRAL
O00177,CUST0034,2026-09-05 04:13:59,SHIPPED,WEST
O00178,CUST0654,,CANCELLED,WEST
O00179,CUST0367,,PLACED,EAST
O00180,CUST0260,,DELIVERED,EAST
O00181,CUST0083,,DELIVERED,EAST
O00182,CUST0229,2025-03-10 06:39:17,RETURNED,SOUTH
O00183,CUST0516,,CANCELLED,EAST
O00184,CUST0217,,CANCELLED,CENTRAL
O00185,CUST0370,2025-09-06 03:53:03,PLACED,NORTH
O00186,CUST0698,,PLACED,CENTRAL
O00187,CUST0049,2026-09-05 13:30:53,DELIVERED,WEST
O00188,CUST0594,2025-09-10 17:52:10,SHIPPED,CENTRAL
O00189,CUST0292,2026-12-02 08:05:10,CANCELLED,SOUTH
O00190,CUST0061,,DELIVERED,CENTRAL
O00191,CUST0039,,DELIVERED,SOUTH
O00192,CUST0474,2025-04-05 18:52:02,DELIVERED,NORTH
O00193,CUST0018,2025-04-08 13:48:52,DELIVERED,EAST
O00194,CUST0376,,DELIVERED,SOUTH
O00195,CUST0281,,DELIVERED,SOUTH
O00196,CUST0516,2026-11-03 07:39:54,DELIVERED,EAST
O00197,CUST0379,,DELIVERED,CENTRAL
O00198,CUST0140,,DELIVERED,SOUTH
O00199,CUST0574,,SHIPPED,SOUTH
O00200,CUST0490,2025-10-01 06:25:48,DELIVERED,SOUTH
O00201,CUST0651,,DELIVERED,WEST
O00202,CUST0313,,RETURNED,NORTH
O00203,CUST0413,2025-12-04 05:56:49,PLACED,EAST
O00204,CUST0493,2025-09-04 16:22:43,CANCELLED,EAST
O00205,CUST0375,2026-04-01 20:24:06,DELIVERED,EAST
O00206,CUST0358,,SHIPPED,CENTRAL
O00207,CUST0209,2026-06-07 06:21:17,RETURNED,EAST
O00208,CUST0369,,DELIVERED,WEST
O00209,CUST0086,,DELIVERED,SOUTH
O00210,CUST0177,2025-12-12 15:21:28,DELIVERED,CENTRAL
O00211,CUST0420,,SHIPPED,SOUTH
O00212,CUST0327,,DELIVERED,EAST
O00213,CUST0625,2026-09-02 09:52:33,RETURNED,EAST
O00214,CUST0771,,DELIVERED,SOUTH
O00215,CUST0029,2025-09-05 08:32:33,DELIVERED,NORTH
O00216,CUST0221,,PLACED,NORTH
O00217,CUST0490,,PLACED,WEST
O00218,CUST0542,,SHIPPED,SOUTH
O00219,CUST0092,2026-04-02 11:15:49,SHIPPED,EAST
O00220,CUST0459,2025-10-05 04:46:46,DELIVERED,SOUTH
O00221,CUST0035,2025-05-02 12:59:31,RETURNED,EAST
O00222,CUST0493,,RETURNED,CENTRAL
O00223,CUST0461,,SHIPPED,CENTRAL
O00224,CUST0473,2026-01-08 15:50:13,DELIVERED,CENTRAL
O00225,CUST0323,,DELIVERED,NORTH
O00226,CUST0458,2025-12-11 13:19:03,DELIVERED,SOUTH
O00227,CUST0316,2025-11-01 00:00:12,DELIVERED,SOUTH
O00228,CUST0358,,DELIVERED,WEST
O00229,CUST0779,2026-04-05 10:54:30,PLACED,WEST
O00230,CUST0305,,DELIVERED,SOUTH
O00231,CUST0427,,DELIVERED,SOUTH
O00232,CUST0738,2026-04-02 13:46:32,SHIPPED,NORTH
O00233,CUST0438,2025-03-09 18:48:33,CANCELLED,CENTRAL
O00234,CUST0716,2025-06-10 10:21:53,DELIVERED,CENTRAL
O00235,CUST0281,,RETURNED,SOUTH
O00236,CUST0145,,DELIVERED,CENTRAL
O00237,CUST0469,2025-06-10 22:40:25,DELIVERED,EAST
O00238,CUST0025,2025-05-06 01:48:25,RETURNED,NORTH
O00239,CUST0196,,SHIPPED,WEST
O00240,CUST0750,2025-09-01 08:28:34,PLACED,NORTH
O00241,CUST0511,2025-11-08 12:26:55,DELIVERED,WEST
O00242,CUST0386,,DELIVERED,SOUTH
O00243,CUST0063,,PLACED,WEST
O00244,CUST0191,,CANCELLED,NORTH
O00245,CUST0130,2025-12-09 14:00:36,CANCELLED,WEST
O00246,CUST0259,2025-04-02 07:15:06,DELIVERED,NORTH
O00247,CUST0539,2025-02-08 17:12:54,DELIVERED,EAST
O00248,CUST0336,2025-12-06 22:54:25,DELIVERED,CENTRAL
O00249,CUST0539,2025-06-05 09:13:22,DELIVERED,EAST
O00250,CUST0209,2026-05-01 01:53:47,RETURNED,SOUTH
O00251,CUST0121,,DELIVERED,NORTH
O00252,CUST0177,2025-10-10 21:17:17,PLACED,SOUTH
O00253,CUST0015,,CANCELLED,WEST
O00254,CUST0710,2025-08-06 13:31:19,CANCELLED,SOUTH
O00255,CUST0167,,DELIVERED,EAST
O00256,CUST0783,2025-03-03 02:10:34,DELIVERED,SOUTH
O00257,CUST0724,2026-04-07 03:54:36,SHIPPED,SOUTH
O00258,CUST0330,,CANCELLED,WEST
O00259,CUST0756,,DELIVERED,EAST
O00260,CUST0747,,RETURNED,WEST
O00261,CUST0729,,DELIVERED,WEST
O00262,CUST0200,2026-04-08 06:47:41,DELIVERED,EAST
O00263,CUST0755,,RETURNED,CENTRAL
O00264,CUST0573,,DELIVERED,WEST
O00265,CUST0308,,DELIVERED,NORTH
O00266,CUST0659,2026-03-06 13:48:01,CANCELLED,NORTH
O00267,CUST0640,2026-08-01 22:34:50,SHIPPED,NORTH
O00268,CUST0680,2026-06-07 14:06:29,SHIPPED,WEST
O00269,CUST0790,,DELIVERED,EAST
O00270,CUST0425,,PLACED,NORTH
O00271,CUST0050,,RETURNED,SOUTH
O00272,CUST0115,,PLACED,CENTRAL
O00273,CUST0663,2026-02-02 23:57:15,DELIVERED,CENTRAL
O00274,CUST0724,,DELIVERED,CENTRAL
O00275,CUST0741,,RETURNED,SOUTH
O00276,CUST0677,,DELIVERED,NORTH
O00277,CUST0375,,CANCELLED,NORTH
O00278,CUST0637,,PLACED,NORTH
O00279,CUST0317,,RETURNED,NORTH
O00280,CUST0109,,DELIVERED,SOUTH
O00281,CUST0544,2025-12-09 20:45:14,DELIVERED,SOUTH
O00282,CUST0577,,CANCELLED,CENTRAL
O00283,CUST0372,,RETURNED,SOUTH
O00284,CUST0190,,DELIVERED,SOUTH
O00285,CUST0552,,RETURNED,CENTRAL
O00286,CUST0338,,CANCELLED,WEST
O00287,CUST0749,,SHIPPED,CENTRAL
O00288,CUST0225,,RETURNED,EAST
O00289,CUST0374,2026-09-04 16:17:34,RETURNED,NORTH
O00290,CUST0749,2025-05-02 10:21:27,DELIVERED,CENTRAL
O00291,CUST0144,,DELIVERED,SOUTH
O00292,CUST0225,,CANCELLED,EAST
O00293,CUST0572,2026-08-06 20:15:18,DELIVERED,CENTRAL
O00294,CUST0164,2025-07-04 01:22:26,DELIVERED,SOUTH
O00295,CUST0147,,RETURNED,SOUTH
O00296,CUST0244,,PLACED,WEST
O00297,CUST0588,2025-11-08 02:48:38,DELIVERED,WEST
O00298,CUST0183,,CANCELLED,NORTH
O00299,CUST0615,2025-04-11 01:21:38,CANCELLED,CENTRAL
O00300,CUST0396,,RETURNED,EAST
O00301,CUST0362,,RETURNED,NORTH
O00302,CUST0794,,CANCELLED,NORTH
O00303,CUST0655,,DELIVERED,NORTH
O00304,CUST0332,2026-07-07 20:34:04,SHIPPED,CENTRAL
O00305,CUST0720,,PLACED,WEST
O00306,CUST0462,2026-01-06 03:16:47,SHIPPED,EAST
O00307,CUST0409,2025-01-06 04:48:46,DELIVERED,WEST
O00308,CUST0591,,DELIVERED,NORTH
O00309,CUST0414,,CANCELLED,SOUTH
O00310,CUST0786,,DELIVERED,WEST
O00311,CUST0410,,DELIVERED,CENTRAL
O00312,CUST0258,2025-06-09 02:36:30,SHIPPED,WEST
O00313,CUST0337,2025-02-04 04:05:49,DELIVERED,WEST
O00314,CUST0380,,DELIVERED,CENTRAL
O00315,CUST0677,,SHIPPED,EAST
O00316,CUST0637,,SHIPPED,NORTH
O00317,CUST0245,,SHIPPED,NORTH
O00318,CUST0121,,RETURNED,SOUTH
O00319,CUST0300,,DELIVERED,NORTH
O00320,CUST0318,2026-06-04 17:09:19,PLACED,SOUTH
O00321,CUST0763,2026-05-07 07:42:50,SHIPPED,CENTRAL
O00322,CUST0774,,DELIVERED,SOUTH
O00323,CUST0717,,DELIVERED,CENTRAL
O00324,CUST0050,,PLACED,SOUTH
O00325,CUST0719,2025-05-10 01:55:57,DELIVERED,NORTH
O00326,CUST0074,2026-02-02 09:52:41,DELIVERED,EAST
O00327,CUST0116,,RETURNED,WEST
O00328,CUST0242,,RETURNED,NORTH
O00329,CUST0329,2026-12-05 21:44:23,DELIVERED,SOUTH
O00330,CUST0209,,DELIVERED,NORTH
O00331,CUST0046,2025-11-09 19:16:31,DELIVERED,WEST
O00332,CUST0408,2025-10-06 00:40:08,DELIVERED,EAST
O00333,CUST0369,2025-06-11 08:35:59,RETURNED,CENTRAL
O00334,CUST0288,2025-05-03 22:47:03,SHIPPED,WEST
O00335,CUST0036,,SHIPPED,EAST
O00336,CUST0408,,DELIVERED,CENTRAL
O00337,CUST0700,,SHIPPED,SOUTH
O00338,CUST0442,,DELIVERED,CENTRAL
O00339,CUST0140,,SHIPPED,CENTRAL
O00340,CUST0706,,DELIVERED,CENTRAL
O00341,CUST0144,,DELIVERED,CENTRAL
O00342,CUST0167,,DELIVERED,NORTH
O00343,CUST0194,,DELIVERED,EAST
O00344,CUST0429,,DELIVERED,EAST
O00345,CUST0161,2025-12-07 03:53:14,SHIPPED,NORTH
O00346,CUST0786,2025-01-10 22:02:57,DELIVERED,SOUTH
O00347,CUST0616,,DELIVERED,EAST
O00348,CUST0087,2026-04-05 04:52:55,DELIVERED,CENTRAL
O00349,CUST0486,,RETURNED,WEST
O00350,CUST0491,,SHIPPED,NORTH
O00351,CUST0424,,RETURNED,SOUTH
O00352,CUST0766,,PLACED,WEST
O00353,CUST0637,,RETURNED,SOUTH
O00354,CUST0443,,DELIVERED,WEST
O00355,CUST0743,,DELIVERED,CENTRAL
O00356,CUST0614,2026-04-07 19:07:23,DELIVERED,NORTH
O00357,CUST0539,,DELIVERED,NORTH
O00358,CUST0257,,DELIVERED,NORTH
O00359,CUST0577,2026-01-02 18:47:29,CANCELLED,NORTH
O00360,CUST0200,,DELIVERED,EAST
O00361,CUST0798,,SHIPPED,EAST
O00362,CUST0633,,RETURNED,WEST
O00363,CUST0667,2026-08-04 03:17:34,DELIVERED,NORTH
O00364,CUST0190,,DELIVERED,EAST
O00365,CUST0467,,DELIVERED,SOUTH
O00366,CUST0471,2025-03-04 09:06:18,DELIVERED,SOUTH
O00367,CUST0741,2025-07-05 03:19:12,PLACED,WEST
O00368,CUST0655,2026-07-01 03:06:21,DELIVERED,WEST
O00369,CUST0750,2026-08-06 22:17:05,RETURNED,WEST
O00370,CUST0569,,CANCELLED,EAST
O00371,CUST0585,2025-03-06 05:54:09,RETURNED,SOUTH
O00372,CUST0793,,DELIVERED,WEST
O00373,CUST0301,2025-05-07 04:16:48,RETURNED,SOUTH
O00374,CUST0009,,DELIVERED,WEST
O00375,CUST0562,2025-06-01 22:08:09,RETURNED,SOUTH
O00376,CUST0228,2026-03-05 16:31:12,DELIVERED,NORTH
O00377,CUST0621,2025-07-01 08:54:35,RETURNED,EAST
O00378,CUST0640,,PLACED,SOUTH
O00379,CUST0062,,SHIPPED,NORTH
O00380,CUST0689,2025-02-11 12:03:19,RETURNED,NORTH
O00381,CUST0117,2026-03-03 06:29:23,SHIPPED,EAST
O00382,CUST0631,,RETURNED,CENTRAL
O00383,CUST0374,2025-06-02 03:23:26,CANCELLED,EAST
O00384,CUST0383,,CANCELLED,CENTRAL
O00385,CUST0072,,SHIPPED,EAST
O00386,CUST0343,,DELIVERED,SOUTH
O00387,CUST0632,2025-01-03 03:58:46,DELIVERED,CENTRAL
O00388,CUST0095,,RETURNED,EAST
O00389,CUST0443,,DELIVERED,CENTRAL
O00390,CUST0368,,DELIVERED,CENTRAL
O00391,CUST0752,,CANCELLED,CENTRAL
O00392,CUST0244,,PLACED,NORTH
O00393,CUST0482,2025-01-05 07:32:55,CANCELLED,WEST
O00394,CUST0429,,DELIVERED,SOUTH
O00395,CUST0017,,SHIPPED,NORTH
O00396,CUST0321,2025-04-11 18:26:52,DELIVERED,NORTH
O00397,CUST0122,2025-08-12 12:25:42,DELIVERED,CENTRAL
O00398,CUST0636,,SHIPPED,EAST
O00399,CUST0694,2026-06-05 17:16:33,CANCELLED,SOUTH
O00400,CUST0499,2025-09-06 22:50:08,DELIVERED,CENTRAL
O00401,CUST0349,,RETURNED,NORTH
O00402,CUST0539,2025-03-11 20:34:08,DELIVERED,EAST
O00403,CUST0574,2026-03-07 00:40:53,SHIPPED,EAST
O00404,CUST0368,2025-09-03 05:26:09,DELIVERED,NORTH
O00405,CUST0353,,DELIVERED,SOUTH
O00406,CUST0590,2026-03-02 06:49:20,DELIVERED,EAST
O00407,CUST0728,,SHIPPED,NORTH
O00408,CUST0514,2025-01-09 13:31:44,DELIVERED,EAST
O00409,CUST0227,,SHIPPED,EAST
O00410,CUST0044,,DELIVERED,NORTH
O00411,CUST0500,,SHIPPED,WEST
O00412,CUST0756,,CANCELLED,SOUTH
O00413,CUST0793,2025-11-04 18:47:32,DELIVERED,SOUTH
O00414,CUST0216,2025-07-02 16:43:30,DELIVERED,CENTRAL
O00415,CUST0124,2025-05-01 11:19:20,RETURNED,CENTRAL
O00416,CUST0095,2025-08-12 16:59:54,RETURNED,NORTH
O00417,CUST0539,,DELIVERED,EAST
O00418,CUST0660,2025-03-08 11:40:58,SHIPPED,EAST
O00419,CUST0289,,CANCELLED,NORTH
O00420,CUST0285,2025-02-06 05:44:03,SHIPPED,NORTH
O00421,CUST0643,,PLACED,CENTRAL
O00422,CUST0364,,SHIPPED,EAST
O00423,CUST0593,2025-08-09 06:14:09,PLACED,CENTRAL
O00424,CUST0352,2026-08-07 16:09:09,PLACED,NORTH
O00425,CUST0488,,DELIVERED,NORTH
O00426,CUST0442,2026-06-02 06:30:59,DELIVERED,CENTRAL
O00427,CUST0650,2026-02-04 22:26:21,DELIVERED,EAST
O00428,CUST0208,2026-01-07 02:51:35,RETURNED,WEST
O00429,CUST0587,,CANCELLED,WEST
O00430,CUST0105,2026-12-04 11:18:03,DELIVERED,WEST
O00431,CUST0487,,SHIPPED,CENTRAL
O00432,CUST0270,2026-08-01 14:16:30,SHIPPED,EAST
O00433,CUST0338,2026-10-04 17:44:58,PLACED,WEST
O00434,CUST0121,,DELIVERED,SOUTH
O00435,CUST0295,,DELIVERED,CENTRAL
O00436,CUST0111,,DELIVERED,NORTH
O00437,CUST0315,,DELIVERED,WEST
O00438,CUST0250,2025-07-09 19:57:00,SHIPPED,WEST
O00439,CUST0399,2025-09-03 12:24:18,SHIPPED,CENTRAL
O00440,CUST0447,,CANCELLED,CENTRAL
O00441,CUST0716,,DELIVERED,NORTH
O00442,CUST0763,,DELIVERED,WEST
O00443,CUST0339,,CANCELLED,SOUTH
O00444,CUST0321,,DELIVERED,CENTRAL
O00445,CUST0795,,DELIVERED,NORTH
O00446,CUST0098,2025-11-08 05:03:28,RETURNED,NORTH
O00447,CUST0781,,DELIVERED,EAST
O00448,CUST0405,2026-03-04 07:07:26,SHIPPED,EAST
O00449,CUST0312,2026-07-08 11:05:17,RETURNED,WEST
O00450,CUST0741,,DELIVERED,CENTRAL
O00451,CUST0528,,RETURNED,NORTH
O00452,CUST0384,,PLACED,CENTRAL
O00453,CUST0373,,RETURNED,SOUTH
O00454,CUST0448,2026-08-02 22:45:48,DELIVERED,WEST
O00455,CUST0421,,DELIVERED,SOUTH
O00456,CUST0492,,DELIVERED,EAST
O00457,CUST0433,2025-07-06 10:30:10,RETURNED,SOUTH
O00458,CUST0143,2025-12-01 02:36:43,DELIVERED,SOUTH
O00459,CUST0744,,DELIVERED,SOUTH
O00460,CUST0092,,CANCELLED,WEST
O00461,CUST0718,2026-12-03 22:41:30,SHIPPED,CENTRAL
O00462,CUST0440,,DELIVERED,SOUTH
O00463,CUST0196,2026-11-03 22:00:42,PLACED,WEST
O00464,CUST0754,,SHIPPED,CENTRAL
O00465,CUST0596,2026-11-01 01:13:05,RETURNED,CENTRAL
O00466,CUST0500,,DELIVERED,NORTH
O00467,CUST0151,,DELIVERED,NORTH
O00468,CUST0541,2025-01-04 08:55:42,DELIVERED,NORTH
O00469,CUST0706,2026-07-07 21:06:13,DELIVERED,NORTH
O00470,CUST0357,2026-02-07 00:23:33,DELIVERED,CENTRAL
O00471,CUST0486,2025-06-12 15:19:43,DELIVERED,EAST
O00472,CUST0302,,DELIVERED,CENTRAL
O00473,CUST0773,2025-08-11 20:31:26,SHIPPED,WEST
O00474,CUST0598,,PLACED,EAST
O00475,CUST0761,,DELIVERED,SOUTH
O00476,CUST0523,,SHIPPED,CENTRAL
O00477,CUST0293,2025-09-10 09:21:19,PLACED,NORTH
O00478,CUST0624,,CANCELLED,WEST
O00479,CUST0384,,CANCELLED,SOUTH
O00480,CUST0502,2025-05-07 19:12:05,RETURNED,EAST
O00481,CUST0092,,RETURNED,SOUTH
O00482,CUST0513,,SHIPPED,WEST
O00483,CUST0749,,DELIVERED,EAST
O00484,CUST0061,,PLACED,WEST
O00485,CUST0414,,DELIVERED,CENTRAL
O00486,CUST0245,,DELIVERED,SOUTH
O00487,CUST0549,,DELIVERED,WEST
O00488,CUST0397,,DELIVERED,NORTH
O00489,CUST0105,,DELIVERED,WEST
O00490,CUST0631,2025-07-10 12:11:44,SHIPPED,NORTH
O00491,CUST0267,2026-05-02 16:47:18,CANCELLED,SOUTH
O00492,CUST0757,,DELIVERED,SOUTH
O00493,CUST0326,,DELIVERED,NORTH
O00494,CUST0018,,DELIVERED,WEST
O00495,CUST0365,,SHIPPED,NORTH
O00496,CUST0030,2025-05-04 02:04:15,RETURNED,SOUTH
O00497,CUST0619,2025-05-05 04:22:05,PLACED,CENTRAL
O00498,CUST0139,,CANCELLED,CENTRAL
O00499,CUST0195,,SHIPPED,WEST
O00500,CUST0682,,DELIVERED,EAST
O00501,CUST0793,,SHIPPED,NORTH
O00502,CUST0289,2025-05-03 13:56:14,DELIVERED,NORTH
O00503,CUST0270,,DELIVERED,WEST
O00504,CUST0211,2026-07-02 06:29:48,DELIVERED,NORTH
O00505,CUST0153,2026-08-07 15:42:05,SHIPPED,NORTH
O00506,CUST0458,,PLACED,NORTH
O00507,CUST0591,,PLACED,WEST
O00508,CUST0158,2025-01-01 01:22:39,DELIVERED,EAST
O00509,CUST0161,2025-04-12 14:14:52,DELIVERED,CENTRAL
O00510,CUST0730,,DELIVERED,NORTH
O00511,CUST0559,,DELIVERED,WEST
