order_id,customer_id,order_date,status,region_code
O00168,CUST0421,2025-07-25 18:51:01,PLACED,NORTH
O00169,CUST0098,2026-07-17 10:21:29,DELIVERED,CENTRAL
O00170,CUST0602,2025-12-23 12:39:04,RETURNED,EAST
O00171,CUST0237,2025-07-19 16:33:26,RETURNED,CENTRAL
O00172,CUST0010,2025-09-25 06:22:22,DELIVERED,NORTH
O00173,CUST0578,2025-03-16 18:19:11,DELIVERED,NORTH
O00174,CUST0531,2025-09-21 19:35:04,CANCELLED,CENTRAL
O00175,CUST0262,2026-03-30 13:43:44,DELIVERED,SOUTH
O00176,CUST0781,2025-12-14 16:42:22,DELIVERED,CENTRAL
O00177,CUST0034,2026-05-09 04:13:59,SHIPPED,WEST
O00178,CUST0654,2025-08-14 08:22:17,CANCELLED,WEST
O00179,CUST0367,2026-06-13 19:30:08,PLACED,EAST
O00180,CUST0260,2025-10-22 03:23:10,DELIVERED,EAST
O00181,CUST0083,2026-07-22 06:29:54,DELIVERED,EAST
O00182,CUST0229,2025-10-03 06:39:17,RETURNED,SOUTH
O00183,CUST0516,2025-07-24 08:33:03,CANCELLED,EAST
O00184,CUST0217,2025-08-23 07:22:57,CANCELLED,CENTRAL
O00185,CUST0370,2025-06-09 03:53:03,PLACED,NORTH
O00186,CUST0698,2026-05-20 22:20:55,PLACED,CENTRAL
O00187,CUST0049,2026-05-09 13:30:53,DELIVERED,WEST
O00188,CUST0594,2025-10-09 17:52:10,SHIPPED,CENTRAL
O00189,CUST0292,2026-02-12 08:05:10,CANCELLED,SOUTH
O00190,CUST0061,2026-06-23 15:24:26,DELIVERED,CENTRAL
O00191,CUST0039,2026-05-30 12:38:39,DELIVERED,SOUTH
O00192,CUST0474,2025-05-04 18:52:02,DELIVERED,NORTH
O00193,CUST0018,2025-08-04 13:48:52,DELIVERED,EAST
O00194,CUST0376,23-09-2025 06:48:50,DELIVERED,SOUTH
O00195,CUST0281,2026-04-28 22:19:18,DELIVERED,SOUTH
O00196,CUST0516,2026-03-11 07:39:54,DELIVERED,EAST
O00197,CUST0379,2026-02-15 10:10:51,DELIVERED,CENTRAL
O00198,CUST0140,2025-08-23 03:38:10,DELIVERED,SOUTH
O00199,CUST0574,2026-03-19 13:52:03,SHIPPED,SOUTH
O00200,CUST0490,2025-01-10 06:25:48,DELIVERED,SOUTH
O00201,CUST0651,2026-06-14 19:26:30,DELIVERED,WEST
O00202,CUST0313,2025-09-14 20:28:00,RETURNED,NORTH
O00203,CUST0413,2025-04-12 05:56:49,PLACED,EAST
O00204,CUST0493,2025-04-09 16:22:43,CANCELLED,EAST
O00205,CUST0375,2026-01-04 20:24:06,DELIVERED,EAST
O00206,CUST0358,2025-01-21 14:59:30,SHIPPED,CENTRAL
O00207,CUST0209,2026-07-06 06:21:17,RETURNED,EAST
O00208,CUST0369,2025-11-29 18:35:04,DELIVERED,WEST
O00209,CUST0086,2026-01-26 22:20:34,DELIVERED,SOUTH
O00210,CUST0177,2025-12-12 15:21:28,DELIVERED,CENTRAL
O00211,CUST0420,2025-03-15 02:52:49,SHIPPED,SOUTH
O00212,CUST0327,2025-11-21 23:46:31,DELIVERED,EAST
O00213,CUST0625,2026-02-09 09:52:33,RETURNED,EAST
O00214,CUST0771,2026-06-18 16:23:40,DELIVERED,SOUTH
O00215,CUST0029,2025-05-09 08:32:33,DELIVERED,NORTH
O00216,CUST0221,2025-06-20 14:27:21,PLACED,NORTH
O00217,CUST0490,2026-07-16 01:57:35,PLACED,WEST
O00218,CUST0542,2025-03-27 03:47:02,SHIPPED,SOUTH
O00219,CUST0092,2026-02-04 11:15:49,SHIPPED,EAST
O00220,CUST0459,2025-05-10 04:46:46,DELIVERED,SOUTH
O00221,CUST0035,2025-02-05 12:59:31,RETURNED,EAST
O00222,CUST0493,2026-04-24 19:40:55,RETURNED,CENTRAL
O00223,CUST0461,2025-05-19 19:38:05,SHIPPED,CENTRAL
O00224,CUST0473,2026-08-01 15:50:13,DELIVERED,CENTRAL
O00225,CUST0323,2025-12-22 17:32:11,DELIVERED,NORTH
O00226,CUST0458,2025-11-12 13:19:03,DELIVERED,SOUTH
O00227,CUST0316,2025-01-11 00:00:12,DELIVERED,SOUTH
O00228,CUST0358,2025-10-21 17:04:58,DELIVERED,WEST
O00229,CUST0779,2026-05-04 10:54:30,PLACED,WEST
O00230,CUST0305,2025-08-25 00:15:46,DELIVERED,SOUTH
O00231,CUST0427,2026-07-29 15:54:52,DELIVERED,SOUTH
O00232,CUST0738,2026-02-04 13:46:32,SHIPPED,NORTH
O00233,CUST0438,2025-09-03 18:48:33,CANCELLED,CENTRAL
O00234,CUST0716,2025-10-06 10:21:53,DELIVERED,CENTRAL
O00235,CUST0281,2026-02-27 06:50:41,RETURNED,SOUTH
O00236,CUST0145,2025-10-24 04:01:04,DELIVERED,CENTRAL
O00237,CUST0469,2025-10-06 22:40:25,DELIVERED,EAST
O00238,CUST0025,2025-06-05 01:48:25,RETURNED,NORTH
O00239,CUST0196,2025-04-15 10:16:17,SHIPPED,WEST
O00240,CUST0750,2025-01-09 08:28:34,PLACED,NORTH
O00241,CUST0511,2025-08-11 12:26:55,DELIVERED,WEST
O00242,CUST0386,2026-04-20 01:09:19,DELIVERED,SOUTH
O00243,CUST0063,2025-09-30 14:17:15,PLACED,WEST
O00244,CUST0191,2025-07-16 09:06:18,CANCELLED,NORTH
O00245,CUST0130,2025-09-12 14:00:36,CANCELLED,WEST
O00246,CUST0259,2025-02-04 07:15:06,DELIVERED,NORTH
O00247,CUST0539,2025-08-02 17:12:54,DELIVERED,EAST
O00248,CUST0336,2025-06-12 22:54:25,DELIVERED,CENTRAL
O00249,CUST0539,2025-05-06 09:13:22,DELIVERED,EAST
O00250,CUST0209,2026-01-05 01:53:47,RETURNED,SOUTH
O00251,CUST0121,2025-08-30 23:02:36,DELIVERED,NORTH
O00252,CUST0177,2025-10-10 21:17:17,PLACED,SOUTH
O00253,CUST0015,2025-02-13 21:09:22,CANCELLED,WEST
O00254,CUST0710,2025-06-08 13:31:19,CANCELLED,SOUTH
O00255,CUST0167,2026-05-27 03:19:40,DELIVERED,EAST
O00256,CUST0783,2025-03-03 02:10:34,DELIVERED,SOUTH
O00257,CUST0724,2026-07-04 03:54:36,SHIPPED,SOUTH
O00258,CUST0330,2026-07-26 23:28:15,CANCELLED,WEST
O00259,CUST0756,2025-07-17 00:46:38,DELIVERED,EAST
O00260,CUST0747,2025-05-18 09:07:39,RETURNED,WEST
O00261,CUST0729,2026-03-25 20:21:12,DELIVERED,WEST
O00262,CUST0200,2026-08-04 06:47:41,DELIVERED,EAST
O00263,CUST0755,2026-04-25 10:01:27,RETURNED,CENTRAL
O00264,CUST0573,2025-06-14 02:30:27,DELIVERED,WEST
O00265,CUST0308,2025-09-27 19:43:09,DELIVERED,NORTH
O00266,CUST0659,2026-06-03 13:48:01,CANCELLED,NORTH
O00267,CUST0640,2026-01-08 22:34:50,SHIPPED,NORTH
O00268,CUST0680,2026-07-06 14:06:29,SHIPPED,WEST
O00269,CUST0790,2026-07-19 05:36:42,DELIVERED,EAST
O00270,CUST0425,2025-11-26 04:01:18,PLACED,NORTH
O00271,CUST0050,2025-05-13 06:30:14,RETURNED,SOUTH
O00272,CUST0115,2026-05-13 06:58:35,PLACED,CENTRAL
O00273,CUST0663,2026-02-02 23:57:15,DELIVERED,CENTRAL
O00274,CUST0724,2025-09-20 01:47:13,DELIVERED,CENTRAL
O00275,CUST0741,2025-03-14 00:28:35,RETURNED,SOUTH
O00276,CUST0677,2026-05-19 02:54:40,DELIVERED,NORTH
O00277,CUST0375,2026-07-26 15:08:39,CANCELLED,NORTH
O00278,CUST0637,2025-09-30 19:15:39,PLACED,NORTH
O00279,CUST0317,2025-03-21 07:51:38,RETURNED,NORTH
O00280,CUST0109,2025-08-25 19:21:25,DELIVERED,SOUTH
O00281,CUST0544,2025-09-12 20:45:14,DELIVERED,SOUTH
O00282,CUST0577,2026-07-26 15:06:59,CANCELLED,CENTRAL
O00283,CUST0372,2026-04-15 15:32:57,RETURNED,SOUTH
O00284,CUST0190,2026-07-18 14:37:12,DELIVERED,SOUTH
O00285,CUST0552,2026-03-30 12:49:39,RETURNED,CENTRAL
O00286,CUST0338,2026-01-16 15:00:46,CANCELLED,WEST
O00287,CUST0749,2025-11-28 22:09:05,SHIPPED,CENTRAL
O00288,CUST0225,2026-01-20 20:02:00,RETURNED,EAST
O00289,CUST0374,2026-04-09 16:17:34,RETURNED,NORTH
O00290,CUST0749,2025-02-05 10:21:27,DELIVERED,CENTRAL
O00291,CUST0144,06-11-2025 00:14:20,DELIVERED,SOUTH
O00292,CUST0225,2025-11-19 00:47:24,CANCELLED,EAST
O00293,CUST0572,2026-06-08 20:15:18,DELIVERED,CENTRAL
O00294,CUST0164,2025-04-07 01:22:26,DELIVERED,SOUTH
O00295,CUST0147,2025-09-29 13:21:54,RETURNED,SOUTH
O00296,CUST0244,2025-09-20 10:56:01,PLACED,WEST
O00297,CUST0588,2025-08-11 02:48:38,DELIVERED,WEST
O00298,CUST0183,2026-05-15 20:58:47,CANCELLED,NORTH
O00299,CUST0615,2025-11-04 01:21:38,CANCELLED,CENTRAL
O00300,CUST0396,2025-03-22 02:02:09,RETURNED,EAST
O00301,CUST0362,2026-03-21 15:09:54,RETURNED,NORTH
O00302,CUST0794,2025-08-21 23:46:01,CANCELLED,NORTH
O00303,CUST0655,2026-01-27 01:58:14,DELIVERED,NORTH
O00304,CUST0332,2026-07-07 20:34:04,SHIPPED,CENTRAL
O00305,CUST0720,2025-08-15 05:34:39,PLACED,WEST
O00306,CUST0462,2026-06-01 03:16:47,SHIPPED,EAST
O00307,CUST0409,2025-06-01 04:48:46,DELIVERED,WEST
O00308,CUST0591,2025-02-20 19:57:27,DELIVERED,NORTH
O00309,CUST0414,2026-05-29 15:49:09,CANCELLED,SOUTH
O00310,CUST0786,2025-05-19 17:30:35,DELIVERED,WEST
O00311,CUST0410,2025-07-20 20:25:53,DELIVERED,CENTRAL
O00312,CUST0258,2025-09-06 02:36:30,SHIPPED,WEST
O00313,CUST0337,2025-04-02 04:05:49,DELIVERED,WEST
O00314,CUST0380,2025-12-23 06:56:07,DELIVERED,CENTRAL
O00315,CUST0677,2025-01-25 11:05:53,SHIPPED,EAST
O00316,CUST0637,2026-03-29 22:41:21,SHIPPED,NORTH
O00317,CUST0245,2025-07-24 13:36:37,SHIPPED,NORTH
O00318,CUST0121,2025-02-25 08:50:56,RETURNED,SOUTH
O00319,CUST0300,2025-01-15 12:29:53,DELIVERED,NORTH
O00320,CUST0318,2026-04-06 17:09:19,PLACED,SOUTH
O00321,CUST0763,2026-07-05 07:42:50,SHIPPED,CENTRAL
O00322,CUST0774,2025-09-22 19:58:52,DELIVERED,SOUTH
O00323,CUST0717,2025-01-19 13:42:42,DELIVERED,CENTRAL
O00324,CUST0050,2025-09-19 06:12:04,PLACED,SOUTH
O00325,CUST0719,2025-10-05 01:55:57,DELIVERED,NORTH
O00326,CUST0074,2026-02-02 09:52:41,DELIVERED,EAST
O00327,CUST0116,2025-01-20 10:38:57,RETURNED,WEST
O00328,CUST0242,2026-01-25 18:30:55,RETURNED,NORTH
O00329,CUST0329,2026-05-12 21:44:23,DELIVERED,SOUTH
O00330,CUST0209,2026-05-28 16:40:29,DELIVERED,NORTH
O00331,CUST0046,2025-09-11 19:16:31,DELIVERED,WEST
O00332,CUST0408,2025-06-10 00:40:08,DELIVERED,EAST
O00333,CUST0369,2025-11-06 08:35:59,RETURNED,CENTRAL
O00334,CUST0288,2025-03-05 22:47:03,SHIPPED,WEST
O00335,CUST0036,2026-07-23 10:12:05,SHIPPED,EAST
O00336,CUST0408,2025-05-21 03:11:47,DELIVERED,CENTRAL
O00337,CUST0700,2025-08-21 15:11:40,SHIPPED,SOUTH
O00338,CUST0442,2025-11-16 22:02:26,DELIVERED,CENTRAL
O00339,CUST0140,2025-07-31 23:45:20,SHIPPED,CENTRAL
O00340,CUST0706,2025-07-27 05:01:42,DELIVERED,CENTRAL
O00341,CUST0144,2026-03-17 05:17:05,DELIVERED,CENTRAL
O00342,CUST0167,2025-11-22 02:28:08,DELIVERED,NORTH
O00343,CUST0194,2025-11-22 05:17:53,DELIVERED,EAST
O00344,CUST0429,2026-02-26 11:02:40,DELIVERED,EAST
O00345,CUST0161,2025-07-12 03:53:14,SHIPPED,NORTH
O00346,CUST0786,2025-10-01 22:02:57,DELIVERED,SOUTH
O00347,CUST0616,2025-08-26 08:24:26,DELIVERED,EAST
O00348,CUST0087,2026-05-04 04:52:55,DELIVERED,CENTRAL
O00349,CUST0486,2026-01-18 06:41:54,RETURNED,WEST
O00350,CUST0491,2025-05-21 05:57:47,SHIPPED,NORTH
O00351,CUST0424,2025-01-16 09:49:30,RETURNED,SOUTH
O00352,CUST0766,2025-07-27 07:26:52,PLACED,WEST
O00353,CUST0637,2026-05-17 11:49:44,RETURNED,SOUTH
O00354,CUST0443,2026-02-19 01:31:22,DELIVERED,WEST
O00355,CUST0743,2025-11-17 14:21:02,DELIVERED,CENTRAL
O00356,CUST0614,2026-07-04 19:07:23,DELIVERED,NORTH
O00357,CUST0539,2025-04-22 16:26:33,DELIVERED,NORTH
O00358,CUST0257,2026-06-16 19:34:59,DELIVERED,NORTH
O00359,CUST0577,2026-02-01 18:47:29,CANCELLED,NORTH
O00360,CUST0200,2025-10-26 16:00:13,DELIVERED,EAST
O00361,CUST0798,2025-10-20 16:47:49,SHIPPED,EAST
O00362,CUST0633,2025-02-25 18:49:20,RETURNED,WEST
O00363,CUST0667,2026-04-08 03:17:34,DELIVERED,NORTH
O00364,CUST0190,2026-07-14 04:55:34,DELIVERED,EAST
O00365,CUST0467,2025-01-26 06:30:45,DELIVERED,SOUTH
O00366,CUST0471,2025-04-03 09:06:18,DELIVERED,SOUTH
O00367,CUST0741,2025-05-07 03:19:12,PLACED,WEST
O00368,CUST0655,2026-01-07 03:06:21,DELIVERED,WEST
O00369,CUST0750,2026-06-08 22:17:05,RETURNED,WEST
O00370,CUST0569,2026-01-25 01:35:54,CANCELLED,EAST
O00371,CUST0585,2025-06-03 05:54:09,RETURNED,SOUTH
O00372,CUST0793,2025-02-22 15:16:35,DELIVERED,WEST
O00373,CUST0301,2025-07-05 04:16:48,RETURNED,SOUTH
O00374,CUST0009,2025-09-17 00:26:40,DELIVERED,WEST
O00375,CUST0562,2025-01-06 22:08:09,RETURNED,SOUTH
O00376,CUST0228,2026-05-03 16:31:12,DELIVERED,NORTH
O00377,CUST0621,2025-01-07 08:54:35,RETURNED,EAST
O00378,CUST0640,2026-07-25 07:33:35,PLACED,SOUTH
O00379,CUST0062,2025-12-24 01:20:13,SHIPPED,NORTH
O00380,CUST0689,2025-11-02 12:03:19,RETURNED,NORTH
O00381,CUST0117,2026-03-03 06:29:23,SHIPPED,EAST
O00382,CUST0631,2026-07-30 06:27:34,RETURNED,CENTRAL
O00383,CUST0374,2025-02-06 03:23:26,CANCELLED,EAST
O00384,CUST0383,2026-01-24 02:27:49,CANCELLED,CENTRAL
O00385,CUST0072,2025-10-27 17:08:30,SHIPPED,EAST
O00386,CUST0343,2026-06-24 15:03:52,DELIVERED,SOUTH
O00387,CUST0632,2025-03-01 03:58:46,DELIVERED,CENTRAL
O00388,CUST0095,11-05-2026 22:01:09,RETURNED,EAST
O00389,CUST0443,2025-11-21 09:27:14,DELIVERED,CENTRAL
O00390,CUST0368,2025-05-13 22:21:56,DELIVERED,CENTRAL
O00391,CUST0752,2026-05-25 17:55:53,CANCELLED,CENTRAL
O00392,CUST0244,2025-10-25 07:02:49,PLACED,NORTH
O00393,CUST0482,2025-05-01 07:32:55,CANCELLED,WEST
O00394,CUST0429,2025-02-16 12:09:10,DELIVERED,SOUTH
O00395,CUST0017,2025-07-26 10:15:13,SHIPPED,NORTH
O00396,CUST0321,2025-11-04 18:26:52,DELIVERED,NORTH
O00397,CUST0122,2025-12-08 12:25:42,DELIVERED,CENTRAL
O00398,CUST0636,2025-01-30 06:23:40,SHIPPED,EAST
O00399,CUST0694,2026-05-06 17:16:33,CANCELLED,SOUTH
O00400,CUST0499,2025-06-09 22:50:08,DELIVERED,CENTRAL
O00401,CUST0349,2026-04-19 15:04:17,RETURNED,NORTH
O00402,CUST0539,2025-11-03 20:34:08,DELIVERED,EAST
O00403,CUST0574,2026-07-03 00:40:53,SHIPPED,EAST
O00404,CUST0368,2025-03-09 05:26:09,DELIVERED,NORTH
O00405,CUST0353,2026-01-20 22:48:38,DELIVERED,SOUTH
O00406,CUST0590,2026-02-03 06:49:20,DELIVERED,EAST
