item_id,order_id,product_id,quantity,unit_price,discount_percent
OI000395,O00602,P0393,4,13842.23,25.56
OI000396,O00298,P0167,2,39138.11,2.36
OI000397,O00641,P0097,2,31493.8,24.22
OI000398,O00670,P0146,2,35602.39,15.05
OI000399,O00747,P0625,5,21333.29,10.24
OI000400,O00805,P0136,3,35995.85,18.7
OI000401,O00963,P0443,1,22131.78,23.23
OI000402,O00397,P0246,2,46934.21,18.21
OI000403,O00982,P0158,5,32724.36,14.93
OI000404,O00825,P0017,2,22739.58,9.29
OI000405,O00889,P0091,4,4866.17,9.41
OI000406,O00957,P0304,2,32643.94,17.3
OI000407,O00362,P0093,1,18692.56,23.16
OI000408,O00265,P0486,3,40549.69,13.26
OI000409,O00947,P0145,1,38593.77,14.65
OI000410,O00373,P0295,4,18755.42,18.59
OI000411,O00697,P0134,4,12400.0,25.35
OI000412,O00975,P0323,3,13679.22,12.4
OI000413,O00461,P0271,1,6497.45,19.32
OI000414,O00759,P0252,5,22243.24,25.59
OI000415,O00298,P0386,2,23695.82,25.61
OI000416,O00229,P0399,4,22714.7,10.47
OI000417,O00480,P0549,4,26902.83,5.41
OI000418,O00111,P0408,4,17841.4,9.86
OI000419,O00325,P0352,5,2086.07,21.07
OI000420,O00488,P0119,3,28221.94,16.35
OI000421,O00972,P0483,2,23171.93,9.61
OI000422,O00033,P0617,4,20482.03,24.26
OI000423,O00809,P0442,4,21134.43,6.34
OI000424,O00024,P0435,3,24045.72,5.28
OI000425,O00146,P0072,3,31882.8,8.95
OI000426,O00730,P0464,4,7518.55,20.09
OI000427,O00266,P0190,1,13385.49,27.05
OI000428,O00351,P0306,2,10797.78,28.26
OI000429,O00494,P0488,5,23495.07,4.82
OI000430,O00714,P0449,3,22711.33,17.11
OI000431,O00843,P0012,5,20465.38,17.91
OI000432,O00080,P0594,5,25579.75,19.92
OI000433,O00844,P0326,1,19913.7,13.76
OI000434,O00152,P0513,3,712.94,29.1
OI000435,O00417,P0271,5,6760.08,29.65
OI000436,O00966,P0130,4,21533.83,17.35
OI000437,O00038,P0225,2,29960.42,16.38
OI000438,O00171,P0617,4,22090.94,6.29
OI000439,O00196,P0592,1,36994.82,10.91
OI000440,O00310,P0316,5,22521.64,3.74
OI000441,O00512,P0468,4,12399.14,10.57
OI000442,O00556,P0438,5,42760.02,10.07
OI000443,O00949,P0182,4,38710.02,5.31
OI000444,O00610,P0168,5,6468.34,8.55
OI000445,O00676,P0449,3,21008.35,28.14
OI000446,O00928,P0103,1,20218.61,3.11
OI000447,O00666,P0018,5,42687.99,3.11
OI000448,O00768,P0640,5,24797.94,13.32
OI000449,O00596,P0035,3,15156.98,6.36
OI000450,O00796,P0467,5,38397.42,5.87
OI000451,O00481,P0129,3,5168.89,27.42
OI000452,O00423,P0407,1,1312.48,23.47
OI000453,O00520,P0292,3,41708.45,7.93
OI000454,O00859,P0426,2,18150.83,27.27
OI000455,O00034,P0017,1,17501.79,11.23
OI000456,O00837,P0533,5,4730.7,5.11
OI000457,O00586,P0442,2,24566.19,11.74
OI000458,O00632,P0404,1,18675.85,17.34
OI000459,O00132,P0401,2,2292.64,9.54
OI000460,O00163,P0449,2,16134.0,24.04
OI000461,O00517,P0123,5,26030.1,25.29
OI000462,O00643,P0268,5,20659.7,9.67
OI000463,O00096,P0097,1,26428.52,18.87
OI000464,O00608,P0158,1,32598.66,16.31
OI000465,O00996,P0082,5,23938.92,22.27
OI000466,O00134,P0466,3,11877.9,19.58
OI000467,O00228,P0306,2,12535.1,7.36
OI000468,O00799,P0389,3,29913.55,8.25
OI000469,O00958,P0149,1,18219.76,17.38
OI000470,O00106,P0115,4,35440.4,3.68
OI000471,O00146,P0291,3,18926.45,2.78
OI000472,O00507,P0372,2,27742.95,14.73
OI000473,O00023,P0425,1,26800.94,18.77
OI000474,O00216,P0431,4,26652.79,19.01
OI000475,O00462,P0166,2,12861.94,27.11
OI000476,O00676,P0582,5,31845.02,3.52
OI000477,O00352,P0357,4,11187.3,18.0
OI000478,O00006,P0164,5,11827.93,27.8
OI000479,O00198,P0622,1,20114.93,15.54
OI000480,O00780,P0158,2,35825.97,3.44
OI000481,O00223,P0032,3,27182.74,2.5
OI000482,O00709,P0131,3,12320.95,5.98
OI000483,O00095,P0358,5,9060.27,14.01
OI000484,O00829,P0509,4,30896.72,12.0
OI000485,O00198,P0258,2,26034.71,25.38
OI000486,O00735,P0289,4,23274.4,23.79
OI000487,O00602,P0321,2,3088.62,28.61
OI000488,O00500,P0445,4,2190.6,22.41
OI000489,O00836,P0328,5,29972.66,11.49
OI000490,O00205,P0582,3,26275.87,18.98
OI000491,O00066,P0462,2,6886.82,28.74
OI000492,O00260,P0602,4,17927.7,24.8
OI000493,O00661,P0545,3,35242.53,3.44
OI000494,O00829,P0332,4,2394.57,10.73
OI000495,O00075,P0222,3,25918.99,23.39
OI000496,O00126,P0011,3,12199.26,21.5
OI000497,O00219,P0478,5,19993.53,26.96
OI000498,O00576,P0069,4,5346.54,6.37
OI000499,O00223,P0107,5,26293.25,18.24
OI000500,O00905,P0078,5,28709.63,12.65
OI000501,O00775,P0447,3,26906.14,5.94
OI000502,O00051,P0507,4,33072.17,8.23
OI000503,O00123,P0129,4,3730.6,9.81
OI000504,O00393,P0244,5,31103.86,0.54
OI000505,O00803,P0591,1,42936.01,8.53
OI000506,O00862,P0414,1,47468.75,27.54
OI000507,O00041,P0347,1,28143.92,2.85
OI000508,O00822,P0427,3,10942.14,22.61
OI000509,O00410,P0083,5,36825.64,14.81
OI000510,O00049,P0404,3,17949.37,13.64
OI000511,O00870,P0126,3,39189.79,3.08
OI000512,O00230,P0050,1,18584.67,29.81
OI000513,O00883,P0448,2,21937.81,5.73
OI000514,O00924,P0379,5,25718.09,28.02
OI000515,O00889,P0055,3,27381.71,1.29
OI000516,O00050,P0313,1,16337.98,20.64
OI000517,O00811,P0390,3,21402.05,27.75
OI000518,O00598,P0473,1,19940.33,25.86
OI000519,O00772,P0600,4,36190.54,20.05
OI000520,O00535,P0542,2,26359.61,19.84
OI000521,O01000,P0289,3,31077.65,14.48
OI000522,O00095,P0272,3,25282.24,10.59
OI000523,O00856,P0250,2,1960.51,2.25
OI000524,O00507,P0063,2,24094.55,6.48
OI000525,O00839,P0396,2,38794.17,10.21
OI000526,O00834,P0606,5,5517.46,9.4
OI000527,O00968,P0321,4,2929.17,25.43
OI000528,O00109,P0135,2,30614.16,11.57
OI000529,O00464,P0637,5,24707.01,12.01
OI000530,O00071,P0286,4,6111.34,9.21
OI000531,O00891,P0593,1,9411.59,26.29
OI000532,O00763,P0114,2,12400.83,13.83
OI000533,O00274,P0031,4,21008.87,13.58
OI000534,O00272,P0123,5,19226.62,12.94
OI000535,O00155,P0408,5,19812.6,10.01
OI000536,O00452,P0281,3,29919.05,19.46
OI000537,O00750,P0434,2,33675.72,12.08
OI000538,O00609,P0284,5,24505.89,15.56
OI000539,O00112,P0053,2,37303.61,6.59
OI000540,O00055,P0038,5,22089.24,1.98
OI000541,O00104,P0284,2,27200.68,20.99
OI000542,O00415,P0403,4,27658.96,22.02
OI000543,O00901,P0276,4,3847.68,23.57
OI000544,O00356,P0296,5,10070.26,0.09
OI000545,O00190,P0517,5,954.74,9.16
OI000546,O00929,P0246,2,35866.74,2.08
OI000547,O00192,P0342,4,15567.86,0.38
OI000548,O00486,P0440,3,29055.74,29.23
OI000549,O00903,P0080,2,21076.68,25.59
OI000550,O00609,P0362,4,40981.92,14.65
OI000551,O00254,P0485,1,31518.93,0.52
OI000552,O00697,P0299,2,32857.22,5.02
OI000553,O00151,P0098,1,22065.27,22.09
OI000554,O00464,P0504,3,21437.29,7.72
OI000555,O00499,P0261,3,22420.44,24.83
OI000556,O00309,P0343,5,43845.39,25.71
OI000557,O00924,P0612,4,16598.96,20.57
OI000558,O00746,P0023,2,31605.8,25.69
OI000559,O00676,P0147,3,2034.76,7.33
OI000560,O00759,P0443,3,16694.04,2.68
OI000561,O00943,P0388,1,13883.98,26.31
OI000562,O00696,P0559,4,44872.81,26.28
OI000563,O00180,P0273,3,27759.62,11.73
OI000564,O00428,P0284,3,20423.1,17.39
OI000565,O00719,P0353,5,29467.5,23.86
OI000566,O00581,P0357,3,7762.08,0.25
OI000567,O00950,P0152,4,38845.19,15.7
OI000568,O00297,P0640,5,31818.14,9.11
OI000569,O00296,P0068,3,18566.8,1.23
OI000570,O00290,P0609,1,28133.6,9.17
OI000571,O00441,P0362,1,32162.38,4.13
OI000572,O00900,P0292,5,38487.02,23.07
OI000573,O00159,P0090,3,24568.22,21.99
OI000574,O00443,P0601,1,25802.84,0.96
OI000575,O00956,P0365,2,6190.46,19.11
OI000576,O00433,P0410,1,43240.66,27.61
OI000577,O00612,P0320,2,33291.1,20.37
